name,building_type,no_rooms,no_hall,area,age,address,price,date,lat,lon,timestamp
"上環獨立浴室套房,包水電,上網,清潔",唐樓,-1,-1,160,-1,港島 上環/中環 163 Queen's Rd West,8300,27-07-2017,22.2866101,114.1482057,1.50111E+12
豪華酒店式公寓，送wifi，有廚房洗衣機,單棟式大廈,-1,-1,150,-1,活道1號   港島 灣仔 活道1號,7300,24-07-2017,22.2739459,114.184492,1.50085E+12
全新套房廚厠齊,村屋,1,0,130,-1,港島 筲箕灣 金星樓,7500,24-07-2017,22.28026235,114.22438638457942,1.50085E+12
"靚装修,專業管理,地铁五分鐘,租客免佣",村屋,1,1,180,-1,港島 北角 英皇道301號,8500,24-07-2017,22.2895278,114.1947001,1.50085E+12
單邊套房唐5樓有匙,唐樓,1,0,100,-1,港島 筲箕灣 筲箕灣道,4500,22-07-2017,22.2833265,114.2208723,1.50068E+12
銅鑼灣洋樓套房租4000元,單棟式大廈,1,0,120,-1,港島 銅鑼灣 軒尼詩道,4000,18-07-2017,22.2801455,114.1848329,1.50034E+12
唐3樓3面窗近地鐵靚裝修有匙,唐樓,1,2,388,-1,港島 筲箕灣 金華街,11200,15-07-2017,22.2778493,114.2299388,1.50008E+12
"洋樓,全新豪裝,有傢電,有管理有wifi",單棟式大廈,-1,-1,150,-1,港島 北角 春秧街,6600,09-07-2017,22.2914323,114.1985343,1.49956E+12
租盤刊登測試,屋苑,2,0,23,-1,53 Shouson Hill Road   港島 壽臣山 53 Shouson Hill Road,6434,07-07-2017,22.2481978,114.1763825,1.49939E+12
唐2樓大套房有匙,唐樓,1,0,150,-1,港島 筲箕灣 金華街,6800,05-07-2017,22.2778493,114.2299388,1.49921E+12
山景兩房一廳,屋苑,2,1,460,47,明園   港島 北角 孔雀道1-72號,17000,05-07-2017,22.2896298,114.1999244,1.49921E+12
灣仔囍匯開放式，無敵遠景，免佣金！,屋苑,-1,-1,334,2,囍匯   港島 銅鑼灣 利東街,21000,01-07-2017,22.2750003,114.1720182,1.49887E+12
單人套房唐三樓,唐樓,1,0,60,-1,港島 筲箕灣 東大街,3700,30-06-2017,22.279618,114.230154,1.49878E+12
西營盤清靜套房 位置便利,唐樓,1,0,130,-1,港島 西區 正街,5800,26-06-2017,22.2877837,114.14235,1.49844E+12
3房高層快吉,村屋,3,1,450,-1,港島 筲箕灣 景輝大廈,15500,26-06-2017,22.278624,114.22990377728829,1.49844E+12
獨立單位近地鐵高層開放式,村屋,1,0,144,-1,港島 筲箕灣 東大街金來大廈,7900,25-06-2017,22.279792649999997,114.23004409194147,1.49835E+12
全新裝修，中環半山近Soho單棟大厦單位,單棟式大廈,2,1,315,40,港島 上環/中環 中環堅道39—41号,17000,23-06-2017,22.2819553,114.1512912,1.49818E+12
修頓球埸全景精裝開放式單位,單棟式大廈,-1,-1,375,52,港島 灣仔 盧押道1號,19000,22-06-2017,22.2774816,114.1716019,1.49809E+12
灣仔全新唐4樓單位,唐樓,1,1,140,-1,港島 灣仔 駱克道236號,12000,21-06-2017,22.2794613,114.179676,1.498E+12
大坑徑半山开扬靓装，大厦内部外部新装修,單棟式大廈,3,2,1180,25,港島 銅鑼灣 大坑道21号,39000,18-06-2017,22.2759832,114.1929875,1.49774E+12
全新裝未住過5分鐘灣仔地鐵==租客免佣,單棟式大廈,3,1,535,-1,港島 灣仔 軒尼詩道68-76號,24000,18-06-2017,22.2801455,114.1848329,1.49774E+12
全新大細套房廚廁齊近地鐵有電梯,村屋,1,0,120,-1,港島 北角 美倫大廈,5800,12-06-2017,22.29077185,114.20025872592436,1.49723E+12
西營盤地鐵上蓋 兩房實用,屋苑,2,2,490,-1,西園   港島 西區 第二街83號,18500,31-05-2017,22.2862415,114.1393209,1.49619E+12
跑馬地三房月租一萬九千元,唐樓,3,1,602,-1,港島 跑馬地 棉發街10號,19000,29-05-2017,22.2689697,114.1865801,1.49602E+12
（已租）靚裝三房兩廁高層有露台,單棟式大廈,3,2,550,-1,港島 灣仔 軒尼詩道344-354A號,25000,28-05-2017,22.2783753,114.1824142,1.49593E+12
"荷李活道獨立浴室套房,包水電,寬頻,清潔",唐樓,-1,-1,150,-1,港島 上環/中環 Hollywood Rd,11000,25-05-2017,22.2849544,114.1492009,1.49567E+12
"上環獨立浴室套房,包水電,上網,清潔",唐樓,-1,-1,160,-1,港島 上環/中環 Gilman's Bazaar,11800,23-05-2017,22.2849276,114.1542324,1.4955E+12
東安大廈 廚廁齊有匙即睇,村屋,1,0,120,-1,港島 筲箕灣 筲箕灣道428-432E號,5600,22-05-2017,22.2833265,114.2208723,1.49541E+12
極高一大房部分傢電靚裝修,村屋,1,1,335,18,港島 筲箕灣 東大街東灣閣,14500,16-05-2017,22.280310749999998,114.23065199186468,1.49489E+12
灣仔唐樓1房1廳， 鄰近地鐵站，租金可議,唐樓,1,1,110,43,港島 灣仔 春園街20號,7800,15-05-2017,22.2757623,114.1728865,1.49481E+12
12校網200尺平台新裝天后盤,單棟式大廈,2,2,520,-1,港島 天后/大坑 天后歌頓道9-11號,22000,15-05-2017,22.2856872,114.1910804,1.49481E+12
銅鑼灣全新裝修獨立門口單位出租,單棟式大廈,1,1,250,50,軒尼詩道463-465號   港島 銅鑼灣 軒尼詩道463-465號,11500,15-05-2017,22.277386,114.1732833,1.49481E+12
崇光地铁B对面2房1廰,唐樓,2,1,350,-1,港島 銅鑼灣 洛克道503号,10500,14-05-2017,22.28064,114.1834074,1.49472E+12
東強大廈 高層近地鐵靚裝修,村屋,1,0,242,-1,港島 筲箕灣 東大街,10500,13-05-2017,22.279618,114.230154,1.49463E+12
荷李活道-上環獨立浴室套房包水電寬頻清潔,唐樓,-1,-1,200,-1,港島 上環/中環 Hollywood Road,12800,10-05-2017,22.2849544,114.1492009,1.49437E+12
有電梯套房向東南,村屋,1,0,80,-1,港島 筲箕灣 東安大廈,5000,09-05-2017,22.276949199999997,114.22767915536721,1.49429E+12
5分鐘MTR大學站家電全部齊電車巴士樓下,唐樓,1,0,220,-1,港島 西區 西環朝光街3號,11000,09-05-2017,22.2872008,114.1395548,1.49429E+12
上環 獨立浴室套房 5分鐘到地鐵站 免佣,唐樓,-1,-1,170,-1,港島 上環/中環 4A 2-8 Lok Ku Road,5500,08-05-2017,22.2853249,114.1495716,1.4942E+12
銅鑼灣行8層套房出租,唐樓,-1,-1,100,-1,港島 銅鑼灣 謝斐道530號,5000,07-05-2017,22.2798375,114.1794043,1.49412E+12
大套房靚裝修,村屋,1,0,150,-1,港島 筲箕灣 南華大廈,7300,07-05-2017,22.2792567,114.22621420966806,1.49412E+12
"乾淨企理,有匙",屋苑,2,1,267,-1,雁亭   港島 筲箕灣 海晏街38號,11500,04-05-2017,22.280676,114.2235305,1.49386E+12
兩房高層光猛,村屋,2,1,325,32,港島 筲箕灣 康華大廈,13800,30-04-2017,22.2782062,114.22599715171623,1.49351E+12
特大套房有電梯,村屋,1,0,220,-1,港島 筲箕灣 筲箕灣道,7600,28-04-2017,22.2833265,114.2208723,1.49334E+12
市區單人房 獨立廁,屋苑,-1,-1,50,-1,駱克道   港島 灣仔 駱克道,3500,24-04-2017,22.278275,114.172652,1.49299E+12
單人套房有匙即睇,唐樓,1,0,60,-1,港島 筲箕灣 東大街,3700,24-04-2017,22.279618,114.230154,1.49299E+12
唐一樓套房平租求好客有匙歡迎合作,唐樓,1,0,120,-1,港島 北角 明園西街,5800,20-04-2017,22.290312,114.1988498,1.49265E+12
灣仔唐樓出租,唐樓,1,1,200,-1,港島 灣仔 駱克道234號,8800,15-04-2017,22.2794613,114.179676,1.49221E+12
炮台山平台小套房近地鐵，巴士站,單棟式大廈,1,0,80,45,炮台山   港島 北角 炮台山,4800,05-04-2017,22.2875631,114.1933149,1.49135E+12
上環POHO 2房 性價比之選,唐樓,2,1,350,-1,港島 上環/中環 太平山街,12500,02-04-2017,22.2848338,114.1481953,1.49109E+12
單人套房靚裝,唐樓,1,0,60,-1,港島 筲箕灣 東大街,4300,31-03-2017,22.279618,114.230154,1.49092E+12
靚裝雙人套房廚廁齊,村屋,1,0,120,-1,港島 筲箕灣 南華大廈,6000,30-03-2017,22.2792567,114.22621420966806,1.49083E+12
單人套房靚装唐一樓,唐樓,1,0,70,-1,港島 筲箕灣 東大街,4300,27-03-2017,22.279618,114.230154,1.49057E+12
華寶大廈 全傢電靚裝修,村屋,1,1,291,32,港島 筲箕灣 筲箕灣道334-342號,11800,27-03-2017,22.2833265,114.2208723,1.49057E+12
難得大平台唐樓 全傢電 靚裝修,單棟式大廈,1,0,410,-1,港島 西區 德輔道西380號,11000,25-03-2017,22.2883554,114.1480917,1.4904E+12
灣仔行3層唐樓出租,唐樓,-1,-1,120,-1,港島 灣仔 交加街2號,7100,25-03-2017,22.2756095,114.1736927,1.4904E+12
銅鑼灣行8層唐樓出租,唐樓,-1,-1,120,8,港島 銅鑼灣 謝斐道532號,5500,25-03-2017,22.2798375,114.1794043,1.4904E+12
大套房 新油 有匙,單棟式大廈,-1,-1,130,-1,卑路乍街121號   港島 西區 卑路乍街121號,6300,24-03-2017,22.2859012,114.1326439,1.49031E+12
湾仔道近合和中心大套房,唐樓,-1,-1,150,-1,港島 灣仔 灣仔道51号,6500,24-03-2017,22.2779207,114.1796555,1.49031E+12
單人套房有匙即睇,唐樓,1,0,50,-1,港島 筲箕灣 東大街,3700,20-03-2017,22.279618,114.230154,1.48997E+12
全新英皇道酒店式大套房,單棟式大廈,-1,-1,160,-1,港島 北角 英皇道301号,7300,19-03-2017,22.2899004,114.1950443,1.48988E+12
全傢電靚裝修只適合一個人住特色唐樓,唐樓,1,1,221,-1,港島 筲箕灣 筲箕灣寶文街,8800,18-03-2017,22.27843,114.229551,1.4898E+12
商業寫字樓合各行業,村屋,1,0,723,-1,港島 筲箕灣 潤民商業中心,12500,13-03-2017,22.2789066,114.2259593496455,1.48936E+12
後街清靜靚裝修,村屋,1,1,290,-1,港島 筲箕灣 筲箕灣愛民街新利大廈,12500,11-03-2017,22.277063499999997,114.22723295,1.48919E+12
一房近地鐵交通方便,村屋,1,1,250,32,港島 筲箕灣 筲箕灣道334號華寶大廈,10800,10-03-2017,22.278612250000002,114.22613944417827,1.4891E+12
"新入伙靚裝,高級傢電,免費高速寬頻上網",單棟式大廈,1,0,100,-1,怡安大廈   港島 銅鑼灣 東角道26號,7950,10-03-2017,22.2811646,114.1845688,1.4891E+12
便宜三房樓盤 地方實用,唐樓,3,1,475,-1,港島 西區 第三街155號,12800,09-03-2017,22.2859408,114.1378478,1.48902E+12
上環樂古道10號,唐樓,1,1,300,50,港島 上環/中環 樂古道10號,17000,09-03-2017,22.2853249,114.1495716,1.48902E+12
testing,單棟式大廈,1,0,100,12,110 Jervois street   港島 上環/中環 110 Jervois street,1800,03-03-2017,22.285490799999998,114.15068914604521,1.4885E+12
免佣一房廰150呎 冷氣電視熱水床櫃廚厠,唐樓,1,1,150,50,港島 西區 德輔道西,4800,01-03-2017,22.2883554,114.1480917,1.48833E+12
新裝兩房 家電齊 鄰近地鐵吉之島,屋苑,2,1,490,-1,康怡花園   港島 鰂魚涌 康愉街31-45號,21000,26-02-2017,22.2824922,114.2160707,1.48807E+12
香港仔全新装修 环境舒適,屋苑,2,1,450,-1,港島 香港仔 香港仔成都道26號,14300,26-02-2017,22.2496208,114.1547266,1.48807E+12
銅鑼灣行8層唐樓套房出租,唐樓,1,1,140,-1,港島 銅鑼灣 謝斐道522號,7600,22-02-2017,22.2798375,114.1794043,1.48772E+12
銅鑼灣唐8樓出租,唐樓,1,1,160,-1,港島 銅鑼灣 謝斐道522號,7600,19-02-2017,22.2798375,114.1794043,1.48746E+12
全新時代廣埸街窗家电齊,唐樓,-1,-1,100,-1,港島 銅鑼灣 寶靈頓道15号,5000,11-02-2017,22.2783107,114.1806489,1.48677E+12
"銅鑼灣獨立浴室套房,包水電,寬頻,清潔",唐樓,-1,-1,130,-1,港島 銅鑼灣 4 Cannon St,8000,09-02-2017,22.2808844,114.1836896,1.4866E+12
"交通方便,可即入住",唐樓,2,1,400,-1,港島 筲箕灣 筲箕灣道106-108號,12300,06-02-2017,22.2833265,114.2208723,1.48634E+12
"中環獨立浴屏套房,包水電,上網,清潔",唐樓,-1,-1,250,-1,港島 上環/中環 Tit Hong Lane,15000,28-01-2017,22.284645,114.15516,1.48556E+12
"上環獨立浴室套房,包水電,寬頻,清潔",唐樓,-1,-1,160,-1,港島 上環/中環 163 Queen's Rd West,9500,25-01-2017,22.2866101,114.1482057,1.4853E+12
"雙平台,150呎大平台,交通方便",唐樓,-1,-1,340,-1,港島 灣仔 皇后大道東104號,14900,22-01-2017,22.2779053,114.1673983,1.48504E+12
全新洛克道家电齊全街窗,唐樓,-1,-1,130,-1,港島 灣仔 洛克道234号,5600,22-01-2017,22.2781815,114.1704844,1.48504E+12
洛克道街市家电齊光猛,唐樓,-1,-1,120,-1,港島 灣仔 洛克道234号,5100,12-01-2017,22.2781815,114.1704844,1.48418E+12
好好好好好好好好,屋苑,1,0,200,-1,101 Kings Road   港島 北角 101 Kings Road,2580,11-01-2017,22.2909093,114.2007532,1.48409E+12
光猛高層街窗家电齐全,單棟式大廈,-1,-1,110,-1,港島 灣仔 譚臣道114号,7000,02-01-2017,22.2773253,114.1755484,1.48332E+12
大有商埸光猛街窗套房,唐樓,-1,-1,150,-1,港島 灣仔 湾仔道121号,7500,23-12-2016,22.2779207,114.1796555,1.48245E+12
銅鑼灣經濟套房出租,單棟式大廈,-1,-1,100,-1,465 Hennessy Road   港島 銅鑼灣 465 Hennessy Road,5000,17-12-2016,22.277386,114.1732833,1.48193E+12
罕有連平台單位出租,唐樓,1,0,150,-1,港島 灣仔 灣仔道59號,9000,17-12-2016,22.2779207,114.1796555,1.48193E+12
套房7000,唐樓,-1,-1,150,-1,港島 香港仔 田灣街,7000,22-11-2016,22.2486298,114.1481195,1.47977E+12
大街窗靓套房,單棟式大廈,-1,-1,100,-1,軒尼詩道   港島 銅鑼灣 軒尼詩道,6500,10-11-2016,22.277386,114.1732833,1.47874E+12
渣甸山/東半山 兩房連車位,屋苑,2,0,559,-1,大坑台   港島 跑馬地 春暉道5號,27000,04-11-2016,22.273641,114.193548,1.47822E+12
銅鑼灣經濟套房出租,單棟式大廈,-1,-1,90,-1,軒尼詩道463-465號    港島 銅鑼灣 軒尼詩道463-465號,5400,03-11-2016,22.277386,114.1732833,1.47813E+12
靚海景 開揚 清靜 靚裝修 難得放盤,屋苑,1,0,499,-1,杏花村   港島 筲箕灣 Heng Fa Chuen Blk 48,21000,02-11-2016,22.278550000000003,114.23903891853708,1.47804E+12
"北角,唐樓3F.套房,沒有傢電",唐樓,-1,-1,80,-1,港島 北角 英皇道945號,3500,14-10-2016,22.2895278,114.1947001,1.4764E+12
"灣仔,藍屋,唐樓2F,安靜,舒服",唐樓,2,0,393,-1,港島 灣仔 慶雲街1號,15500,13-10-2016,22.2736196,114.1745461,1.47632E+12
"灣仔,藍屋後,清靜,傢電齊,豪裝",唐樓,-1,-1,288,-1,港島 灣仔 堅彌地街12-14號,12000,11-10-2016,22.272829,114.1741912,1.47614E+12
天后2房單位出租,屋苑,2,0,650,-1,73 King's Road   港島 北角 73 King's Road,25000,07-10-2016,22.2909093,114.2007532,1.4758E+12
銅鑼灣最平套房出租,唐樓,-1,-1,70,-1,港島 銅鑼灣 駱克道537號,4300,05-10-2016,22.2799917,114.181096,1.47563E+12
"灣仔,藍屋後,唐樓,安靜,靓景",唐樓,1,0,300,-1,港島 灣仔 隆安街5-6號,10000,02-10-2016,22.2731835,114.173736,1.47537E+12
"交通方便,可即入住",唐樓,1,0,280,-1,港島 西區 石塘咀南里25號,9000,29-09-2016,22.2853065,114.1351405,1.47511E+12
"灣仔,藍屋,唐樓 2房 傢電齊",唐樓,2,0,300,-1,港島 灣仔 堅彌地街12-14號,13000,26-09-2016,22.272829,114.1741912,1.47485E+12
南安閣罕有靚裝唐樓,單棟式大廈,1,1,274,-1,港島 筲箕灣 南安街95號南安閣,10800,25-09-2016,22.27949335,114.22625397228101,1.47476E+12
250呎1房1廰光猛街窗,單棟式大廈,1,1,250,-1,港島 北角 英皇道301号,8500,24-09-2016,22.2899004,114.1950443,1.47468E+12
"灣仔,皇后大道東,豪裝,2房",唐樓,2,0,332,-1,港島 灣仔 皇后大道東104號,13000,22-09-2016,22.2779053,114.1673983,1.4745E+12
"灣仔,唐樓套房,傢電,乾濕分離廁所",唐樓,-1,-1,120,-1,港島 灣仔 皇后大道東117號,6700,18-09-2016,22.2779053,114.1673983,1.47416E+12
"灣仔,近銅鑼灣,時代廣場,新裝修，唐樓",唐樓,2,0,438,-1,港島 灣仔 寶靈頓道3號,13800,18-09-2016,22.2783107,114.1806489,1.47416E+12
灣仔，熙華大廈近地鐵,屋苑,-1,-1,336,-1,灣仔軒尼詩道   港島 灣仔 灣仔軒尼詩道,14500,14-09-2016,22.277386,114.1732833,1.47381E+12
出租有興趣請聯絡,單棟式大廈,1,0,249,-1,港島 西區 高街,12800,27-08-2016,22.2851629,114.1422307,1.47226E+12
"租客免佣,上環,唐樓2F,2房,公園",唐樓,2,0,344,-1,港島 上環/中環 普慶坊58號,13000,25-08-2016,22.2849256,114.1469746,1.47208E+12
銅鑼灣-大坑唐樓即租免佣,唐樓,-1,-1,270,51,港島 銅鑼灣 大坑新村街,8000,24-08-2016,22.2780835,114.1926653,1.472E+12
大坑新裝唐樓 傢私電器齊備 免佣,唐樓,-1,-1,355,-1,港島 銅鑼灣 大坑書館街,15000,21-08-2016,22.2785814,114.1911318,1.47174E+12
灣仔唐樓.近地鐵.新裝修.特色大平台,唐樓,1,0,387,-1,港島 灣仔 汕頭街31 號,15000,20-08-2016,22.2757363,114.1716702,1.47165E+12
"灣仔,藍屋後,唐樓,多窗,傢電齊",唐樓,1,0,390,-1,港島 灣仔 堅彌地街11號,15000,16-08-2016,22.272829,114.1741912,1.47131E+12
"開放式租盤, 歡迎查詢",屋苑,-1,-1,340,-1,囍匯   港島 銅鑼灣 利東街,18800,12-08-2016,22.2750003,114.1720182,1.47096E+12
新裝修、温馨安樂窩,屋苑,2,1,391,-1,南豐新邨   港島 鰂魚涌 基利坊15-27號,17800,12-08-2016,22.2822462,114.214521,1.47096E+12
全新靚裝修連平台,唐樓,2,1,390,-1,港島 筲箕灣 捷富樓,14300,11-08-2016,22.282087349999998,114.22166167643603,1.47087E+12
"交通方便,可即刻入住",唐樓,-1,-1,130,-1,港島 上環/中環 蘇杭街105號,5300,08-08-2016,22.284953,114.152001,1.47061E+12
香港大學站旁全新樓盤私人放租,單棟式大廈,1,1,296,-1,尚嶺   港島 上環/中環 山道100號,18800,08-08-2016,22.2871065,114.1343577,1.47061E+12
1分鐘步行西營盤港鐵，半山區,唐樓,2,2,520,-1,港島 西區 第三街,13900,07-08-2016,22.2859408,114.1378478,1.47053E+12
"汕頭街,1大房,大平台",唐樓,1,0,387,41,港島 灣仔 汕頭街31號,15000,04-08-2016,22.2757363,114.1716702,1.47027E+12
"唐樓3F,普裝,沒有傢俱",唐樓,-1,-1,100,-1,港島 鰂魚涌 英皇道945號,3200,30-07-2016,22.2847534,114.2146168,1.46984E+12
"中環蘇豪區, 旺中帶靜, 交通方便",唐樓,-1,-1,160,-1,港島 上環/中環 伊利近街8號,8500,29-07-2016,22.2828551,114.1525614,1.46975E+12
特式平台227呎,村屋,1,2,435,-1,港島 上環/中環 中環卑利街74號,23000,26-07-2016,22.2806937,114.1512603,1.46949E+12
"下杏花村三房二廳, 新裝修, 騎樓少海",屋苑,3,0,645,-1,杏花村   港島 柴灣 盛泰道 100 號,23000,22-07-2016,22.2771176,114.2404742,1.46915E+12
灣仔新裝2房出租,唐樓,2,1,330,-1,港島 灣仔 太原街14號,15000,16-07-2016,22.276289,114.1731993,1.46863E+12
"酒店式公寓,送wifi",單棟式大廈,-1,-1,150,-1,活道1號   港島 灣仔 活道1號,8200,09-07-2016,22.2739459,114.184492,1.46802E+12
尚嶺高層一房海景,單棟式大廈,1,1,292,-1,尚嶺   港島 上環/中環 山道100號,19000,02-07-2016,22.2871065,114.1343577,1.46742E+12
軒尼詩道243號,單棟式大廈,-1,-1,420,40,灣仔軒尼詩道   港島 灣仔 灣仔軒尼詩道,13900,13-06-2016,22.277386,114.1732833,1.46578E+12
渣華道唐樓實320呎 靚裝,唐樓,1,1,320,-1,港島 北角 渣華道,9300,07-06-2016,22.2925655,114.2013941,1.46526E+12
京街4號 獨立門口 家電齊,唐樓,-1,-1,120,-1,港島 銅鑼灣 京街4號,4900,03-06-2016,22.2788246,114.1921797,1.46491E+12
灣仔套房，業主免佣,唐樓,-1,-1,145,-1,港島 灣仔 活道,5500,02-06-2016,22.2739459,114.184492,1.46483E+12
高街蘇豪 品味唐樓,唐樓,1,2,501,-1,港島 西區 高街4-6A,20000,02-06-2016,22.2851629,114.1422307,1.46483E+12
超大一房一廳出租,唐樓,1,1,250,-1,港島 銅鑼灣 白沙道9-11號,9300,31-05-2016,22.2788982,114.1836635,1.46465E+12
近銅鑼灣唐5樓連有蓋天台，靚裝齊傢電,唐樓,2,1,398,45,港島 灣仔 駱克道408號,13000,27-05-2016,22.2794613,114.179676,1.46431E+12
極高 雅裝 傢電齊,屋苑,2,1,529,-1,西園   港島 西區 第二街 83 號,18000,21-05-2016,22.2862415,114.1393209,1.46379E+12
獨立門口大套房,唐樓,-1,-1,150,-1,港島 銅鑼灣 白沙道9-11號,8500,21-05-2016,22.2788982,114.1836635,1.46379E+12
一房高層開揚,屋苑,1,0,348,-1,灣仔軒尼詩道   港島 灣仔 灣仔軒尼詩道,14300,17-05-2016,22.277386,114.1732833,1.46344E+12
灣仔嘉冕樓傢電齊即住,屋苑,-1,-1,100,-1,軒尼詩道   港島 銅鑼灣 軒尼詩道,6800,17-05-2016,22.277386,114.1732833,1.46344E+12
銅鑼灣 近時代廣場 唐樓 5/F連天台,唐樓,1,0,310,-1,港島 銅鑼灣 堅拿道西,9500,11-05-2016,22.276709,114.1809955,1.46292E+12
豪華酒店式公寓，有廚房洗衣機,單棟式大廈,-1,-1,120,45,活道1號   港島 灣仔 活道1號,7800,03-05-2016,22.2739459,114.184492,1.46223E+12
时代广场光猛街窗家电齐全套.,唐樓,-1,-1,130,55,港島 灣仔 寶靈頓道17号,6200,23-04-2016,22.2783107,114.1806489,1.46137E+12
銅鑼灣套房 開揚光猛 傢電齊,單棟式大廈,-1,-1,110,-1,軒尼詩道   港島 銅鑼灣 軒尼詩道,6800,21-04-2016,22.277386,114.1732833,1.4612E+12
1房/露台/靚裝/會所,屋苑,1,0,313,-1,泓都   港島 西區 堅彌地城新海旁38號,17500,16-04-2016,22.2840138,114.1294094,1.46076E+12
［蘭桂坊翠華旁］中環最平！獨家盤快者得！,唐樓,-1,-1,120,-1,港島 上環/中環 威靈頓街,4200,04-04-2016,22.2844293,114.1534617,1.45973E+12
大型屋苑近太古地鉄,屋苑,2,1,391,-1,南豐新邨   港島 鰂魚涌 基利坊23號,14800,03-04-2016,22.2822462,114.214521,1.45964E+12
雅裝多櫃大套房,唐樓,-1,-1,200,40,港島 灣仔 駱克道406-408號,7300,01-04-2016,22.2794613,114.179676,1.45947E+12
高層，兩房，開揚，園景，有裝修， 屋苑管,屋苑,2,2,499,28,杏花邨 Heng Fa Chuen   港島 柴灣 盛泰道100號,16700,31-03-2016,22.2771176,114.2404742,1.45938E+12
西營盤 - 有匙即睇+靚裝+3房1廳,唐樓,3,1,700,-1,港島 西區 皇后大道西,20000,30-03-2016,22.2866101,114.1482057,1.4593E+12
Avenue 囍匯 Brand New,屋苑,1,2,448,-1,囍滙   港島 灣仔 莊士敦道104號,22000,16-03-2016,22.2778068,114.1768163,1.45809E+12
銅鑼灣罕有獨立浴屏1房套房出租,唐樓,1,1,200,-1,港島 銅鑼灣 謝斐道522-524號,6900,14-02-2016,22.2798375,114.1794043,1.45541E+12
市場罕有，高尚住宅，企理裝修及家電齊全,屋苑,2,2,471,11,泓都   港島 西區 堅彌地城新海旁38號,22000,13-02-2016,22.2840138,114.1294094,1.45532E+12
新裝連天台出租,唐樓,2,2,363,-1,港島 西區 47 Water Street,16000,27-01-2016,22.2870307,114.1389414,1.45385E+12
"灣仔,新豪裝 ,1房,高層",單棟式大廈,1,0,246,-1,富苑   港島 灣仔 灣仔道39號,11500,22-01-2016,22.2779207,114.1796555,1.45342E+12
"灣仔地鐵上蓋,最抵屋苑,全新裝修,傢電齊",屋苑,2,2,517,-1,修頓花園   港島 灣仔 柯布連道2號,18000,14-01-2016,22.2777064,114.17299,1.45273E+12
泓都海景超筍價23K2房,屋苑,2,1,482,-1,泓都   港島 西區 堅彌地城新海旁38號,23000,12-01-2016,22.2840138,114.1294094,1.45256E+12
全新靚裝，帶傢電,唐樓,-1,-1,200,-1,港島 西區 第三街20號,12500,18-12-2015,22.2859408,114.1378478,1.4504E+12
新裝修，1房，價錢實惠,唐樓,1,1,176,-1,港島 西區 德輔道西235號,6300,13-12-2015,22.2883554,114.1480917,1.44996E+12
西營盤 西源里 獨立套房有窗100呎,唐樓,-1,-1,100,-1,港島 西區 西源里,5700,30-11-2015,22.2878875,114.1419121,1.44884E+12
"上環(1房1廳)套房,即睇即租",唐樓,1,1,170,-1,港島 上環/中環 皇后大道西54號,7500,29-11-2015,22.2866101,114.1482057,1.44876E+12
交通方便，近港鐵站！（免佣）,唐樓,-1,-1,350,40,港島 上環/中環 孖沙街6號,10000,26-11-2015,22.2852201,114.1519636,1.4485E+12
"精緻裝修,傢電齊, 唐4樓",唐樓,-1,-1,244,-1,港島 上環/中環 太平山街,14500,26-11-2015,22.2848338,114.1481953,1.4485E+12
環境清靜 單位企理實用 3分鐘即到地鐵站,唐樓,1,1,180,-1,港島 西區 保德街21號,9600,21-11-2015,22.2848443,114.1359523,1.44806E+12
"優質靚裝,傢電之選, 另有平台300呎",屋苑,-1,-1,300,-1,高陞街17號   港島 西區 高陞街17號,17000,21-11-2015,22.287738,114.14542,1.44806E+12
銅鑼灣世貿中心對面唐6樓套房出租,唐樓,-1,-1,110,-1,港島 銅鑼灣 謝斐道528號,6400,20-11-2015,22.2798375,114.1794043,1.44798E+12
"蘇杭街全幢豪裝,5層, 傢電齊",唐樓,1,1,350,-1,港島 上環/中環 蘇杭街43,22000,17-11-2015,22.284953,114.152001,1.44772E+12
環境清優 大廈企理 千萬豪宅就在彼鄰,唐樓,1,2,360,-1,港島 西區 保德街29-31號,13800,08-11-2015,22.2848443,114.1359523,1.44694E+12
NEAR SOHO WALK UP,唐樓,-1,-1,294,-1,港島 上環/中環 嘉咸街5號,13000,07-11-2015,22.2822431,114.1527331,1.44685E+12
傢電齊，連天臺,唐樓,-1,-1,150,-1,港島 西區 皇后大道西227號,6200,16-10-2015,22.2866101,114.1482057,1.44495E+12
新裝修，帶傢電,唐樓,-1,-1,200,-1,港島 西區 第三街39號,10500,11-10-2015,22.2859408,114.1378478,1.44452E+12
"全海景, 中層, 傢電, 有匙",屋苑,1,2,482,11,泓都   港島 西區 堅彌地城新海旁38號,25000,07-10-2015,22.2840138,114.1294094,1.44418E+12
"灣仔,開放式,全新裝,唐樓5F ,有露台",單棟式大廈,1,0,350,-1,機利臣街2號   港島 灣仔 機利臣街2號,12000,24-09-2015,22.277054,114.1702016,1.44305E+12
銅鑼灣近時代廣場套房,唐樓,-1,-1,90,-1,港島 銅鑼灣 羅素街,4700,20-09-2015,22.2789603,114.1829555,1.44271E+12
杏花邨3房2廳高層 向南開揚21座,屋苑,3,2,547,30,杏花村   港島 柴灣 盛泰道 100 號,21000,16-09-2015,22.2771176,114.2404742,1.44236E+12
"灣仔酒店式套房,全新裝修,全新傢電.",單棟式大廈,-1,-1,100,-1,活道1號   港島 灣仔 活道1號,7600,15-09-2015,22.2739459,114.184492,1.44228E+12
